Datetime,Open,High,Low,Close,Adj Close,Volume
2023-11-09 09:45:00,938.7,940.25,936.7,939.65,939.65,164037
2023-11-09 10:00:00,939.6,940.5,939.2,940.25,940.25,264371
2023-11-09 10:15:00,940.25,942.35,939.3,939.5,939.5,356908
2023-11-09 10:30:00,939.6,940.85,939.05,940.55,940.55,496487
2023-11-09 10:45:00,940.55,940.6,939.1,939.6,939.6,157443
2023-11-09 11:00:00,939.45,939.95,938.65,938.8,938.8,262410
2023-11-09 11:15:00,938.9,939.75,938.15,939.5,939.5,194634
2023-11-09 11:30:00,939.6,939.75,938.5,938.7,938.7,129346
2023-11-09 11:45:00,938.65,942.05,938.1,941.5,941.5,694979
2023-11-09 12:00:00,941.5,941.95,939.35,939.7,939.7,520611
2023-11-09 12:15:00,939.7,939.8,937.85,938.1,938.1,378471
2023-11-09 12:30:00,938.25,939.4,937.55,937.75,937.75,278520
2023-11-09 12:45:00,937.8,938.25,935.5,936.95,936.95,326636
2023-11-09 13:00:00,936.95,937.25,935.7,936.4,936.4,419945
2023-11-09 13:15:00,936.5,937.2,935.05,935.15,935.15,562097
2023-11-09 13:30:00,935.25,936.6,934.8,935.7,935.7,252749
2023-11-09 13:45:00,935.55,936.2,934.75,936.1,936.1,223705
2023-11-09 14:00:00,935.9,937.85,935.15,936.95,936.95,536462
2023-11-09 14:15:00,936.7,938.0,936.05,937.6,937.6,400322
2023-11-09 14:30:00,937.55,938.2,936.5,937.45,937.45,149148
2023-11-09 14:45:00,937.45,938.15,935.8,938.0,938.0,600219
2023-11-09 15:00:00,937.6,938.25,936.5,936.8,936.8,560882
2023-11-09 15:15:00,936.75,938.0,936.3,937.0,937.0,631192
2023-11-10 09:15:00,934.0,935.95,932.55,935.9,935.9,413166
2023-11-10 09:30:00,935.7,937.6,935.3,936.75,936.75,444839
2023-11-10 09:45:00,937.2,937.7,935.9,936.2,936.2,726115
2023-11-10 10:00:00,936.05,939.0,936.05,937.9,937.9,361965
2023-11-10 10:15:00,937.85,939.9,937.85,939.05,939.05,213578
2023-11-10 10:30:00,939.15,940.5,938.75,939.0,939.0,337512
2023-11-10 10:45:00,938.95,941.45,938.85,940.0,940.0,316831
2023-11-10 11:00:00,940.0,940.0,937.4,937.9,937.9,470742
2023-11-10 11:15:00,937.9,938.6,937.75,938.25,938.25,246489
2023-11-10 11:30:00,938.25,938.6,935.75,938.3,938.3,242949
2023-11-10 11:45:00,937.85,938.2,937.4,937.85,937.85,203060
2023-11-10 12:00:00,938.0,938.95,937.3,937.35,937.35,267795
2023-11-10 12:15:00,937.35,938.05,936.55,936.95,936.95,314721
2023-11-10 12:30:00,936.95,938.5,936.6,938.35,938.35,283065
2023-11-10 12:45:00,938.45,938.9,937.45,937.45,937.45,328040
2023-11-10 13:00:00,937.6,939.0,937.1,937.35,937.35,268304
2023-11-10 13:15:00,937.25,939.65,937.25,937.35,937.35,523109
2023-11-10 13:30:00,937.7,938.7,937.2,937.7,937.7,257424
2023-11-10 13:45:00,938.0,938.2,936.25,937.4,937.4,182143
2023-11-10 14:00:00,937.45,937.7,936.2,936.85,936.85,219844
2023-11-10 14:15:00,936.85,937.4,935.4,936.7,936.7,423597
2023-11-10 14:30:00,937.1,938.2,934.85,936.85,936.85,601095
2023-11-10 14:45:00,936.7,937.75,936.1,937.7,937.7,340560
2023-11-10 15:00:00,937.7,939.75,937.05,938.5,938.5,561816
2023-11-10 15:15:00,938.5,941.1,937.4,938.6,938.6,651551
